paper,ff_model,molecule,property,temperature_K,value,unit,source_figure,method,qc_status
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,387.88168,0.895753514,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,382.15649,0.736526546,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,376.9084,0.590970014,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,371.18321,0.474174444,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,365.45802,0.380465415,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,359.25573,0.305275693,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,353.05344,0.239024314,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,346.85115,0.187150907,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,339.69466,0.146535142,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,333.49237,0.111961524,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,330.62977,0.101524006,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,327.76718,0.089834158,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,324.42748,0.081459444,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,321.56489,0.072080625,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,318.70229,0.063781634,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,315.83969,0.057835645,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,312.9771,0.051176236,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,309.6374,0.045284068,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,306.77481,0.040069894,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,303.43511,0.035456453,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,300.09542,0.030615771,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,297.23282,0.02709083,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,293.41603,0.023971492,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,290.55344,0.021211538,bar,Fig3,manual_digitization,OK
Gonzalez-Salgado & Vega 2016 J. Chem. Phys.,OPLS/2016,MeOH,Pvap,286.73664,0.018315639,bar,Fig3,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,598.8023952,51.0015025,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,546.4480874,21.19584333,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,531.9148936,15.21215977,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,518.134715,11.80396029,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,505.0505051,9.711542174,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,490.1960784,7.107318963,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,473.9336493,5.408409695,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,460.8294931,3.806595016,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,446.4285714,2.627400864,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,431.0344828,1.710413395,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,416.6666667,1.180567309,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,401.6064257,0.724839588,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,386.1003861,0.403663,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,371.7472119,0.203906259,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,355.8718861,0.089849888,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,340.1360544,0.045386757,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,325.732899,0.025275875,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,320.5128205,0.022049069,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,311.5264798,0.019234016,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,309.5975232,0.016136284,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,277.7777778,0.0010303,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,293.255132,0.004198513,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Pvap,306.7484663,0.010102474,bar,Fig4a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,Tc,648.86598,648.86598,K,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_c,648.86598,279.04,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,293.40206,970.25,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,307.42268,958.92,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,309.89691,956.09,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,328.04124,943.34,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,322.26804,944.76,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,313.19588,934.84,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,345.36082,919.26,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,361.85567,905.1,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,379.17526,889.52,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,395.6701,871.1,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,412.98969,848.44,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,430.30928,831.44,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,447.62887,815.86,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,464.94845,796.03,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,499.58763,740.79,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,516.08247,732.29,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,533.40206,703.97,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,550.72165,682.72,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,567.21649,631.73,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_l,584.53608,601.98,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,584.53608,41.08,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,568.04124,28.33,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,550.72165,21.25,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,533.40206,18.41,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,516.90722,14.16,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,500.41237,11.33,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,483.09278,5.67,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,464.94845,7.08,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,447.62887,4.25,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,430.30928,2.83,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,412.98969,1.42,kg/m3,Fig4b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,396.49485,1.42,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,379.17526,1.42,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,362.68041,1.42,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,346.18557,0,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,329.69072,1.42,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,322.26804,1.42,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,309.89691,1.42,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMF,rho_v,294.2268,0,kg/m3,Fig4b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,526.3157895,4.410310491,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,515.4639175,3.278333103,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,502.5125628,2.495390158,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,490.1960784,2.113499476,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,478.4688995,1.428785943,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,465.1162791,1.062064965,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,452.4886878,0.857833798,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,440.5286344,0.533698126,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,429.1845494,0.382845063,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,416.6666667,0.252742295,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,403.2258065,0.161020288,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,392.1568627,0.131608338,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,378.7878788,0.076254038,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,367.6470588,0.030585021,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,Pvap,354.6099291,0.016899607,bar,Fig5a,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,290.95607,1048.63,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,329.19897,1015.81,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,341.60207,1004.86,kg/m3,Fig5b,manual_digitization,APPROX
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,305.42636,1043.16,kg/m3,Fig5b,manual_digitization,APPROX
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,320.93023,1024.92,kg/m3,Fig5b,manual_digitization,APPROX
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,310.59432,1034.04,kg/m3,Fig5b,manual_digitization,APPROX
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,314.72868,1028.57,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,354.00517,995.74,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,365.37468,979.33,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,379.84496,972.04,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,391.21447,957.45,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,403.61757,944.68,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,416.02067,933.74,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,427.39018,922.8,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,440.82687,911.85,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,452.19638,895.44,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,464.59948,882.67,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,477.00258,869.91,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,490.43928,858.97,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,502.84238,842.55,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,513.17829,829.79,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_l,526.61499,820.67,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,527.64858,9.12,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,514.21189,7.29,kg/m3,Fig5b,manual_digitization,OK
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,502.84238,7.29,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,490.43928,7.29,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,478.03618,3.65,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,464.59948,3.65,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,453.22997,3.65,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,440.82687,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,429.45736,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,417.05426,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,403.61757,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,392.24806,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,379.84496,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,367.44186,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,354.00517,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,342.63566,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,330.23256,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,306.45995,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,293.02326,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
